rs,question,correct,distractor,successRate,question_correct,fill_in_blank,explicit_question,colon_end,what_was_first,true_false,has_img,has_code
118,"Intimní fotografie, která se dostala na internet, zde může kolovat dlouhou dobu.",pravda,nepravda,91.541,"Intimní fotografie, která se dostala na internet, zde může kolovat dlouhou dobu. pravda",0,0,0,0,1,0,0
118,"Urážení, vyhrožování, pronásledování či zveřejňování ponižujících materiálů jsou projevy:",kyberšikany,sextingu,71.872,"Urážení, vyhrožování, pronásledování či zveřejňování ponižujících materiálů jsou projevy: kyberšikany",0,0,1,0,0,0,0
118,"Při komunikaci s neznámým člověkem _ vhodné sdělovat osobní údaje, které by mohly být zneužity.",není,je,79.167,"Při komunikaci s neznámým člověkem _ vhodné sdělovat osobní údaje, které by mohly být zneužity. není",1,0,0,0,0,0,0
118,Na internetu je vhodné přistupovat k ostatním lidem:,opatrně,s velkou důvěrou,83.531,Na internetu je vhodné přistupovat k ostatním lidem: opatrně,0,0,1,0,0,0,0
118,Kyberšikanu _ vhodné oznámit dospělému.,je,není,91.012,Kyberšikanu _ vhodné oznámit dospělému. je,1,0,0,0,0,0,0
118,Kyberšikanu mnohdy zmírní:,blokování uživatele,podlehnutí manipulaci útočníka,71.188,Kyberšikanu mnohdy zmírní: blokování uživatele,0,0,1,0,0,0,0
118,Agresor nás opakovaně nabádá k sebepoškozování. Vhodnější je:,ohlásit věc policii,"dělat, co agresor chce",88.819,Agresor nás opakovaně nabádá k sebepoškozování. Vhodnější je: ohlásit věc policii,0,0,1,0,0,0,0
118,agresor,útočník,oběť,91.3,agresor útočník,0,0,0,0,0,0,0
118,útočník,agresor,agronom,91.012,útočník agresor,0,0,0,0,0,0,0
118,Kyberšikana může být spojena s naplňováním znaků přestupků či trestných činů.,pravda,nepravda,90.307,Kyberšikana může být spojena s naplňováním znaků přestupků či trestných činů. pravda,0,0,0,0,1,0,0
118,"sledování osoby, nechtěné kontaktování",stalking,scam,82.465,"sledování osoby, nechtěné kontaktování stalking",0,0,0,0,0,0,0
118,"sledování osoby online, nechtěné kontaktování",kyberstalking,netolizmus,74.557,"sledování osoby online, nechtěné kontaktování kyberstalking",0,0,0,0,0,0,0
118,Kyberšikana může vést až k sebevraždě oběti.,pravda,nepravda,92.171,Kyberšikana může vést až k sebevraždě oběti. pravda,0,0,0,0,1,0,0
118,"Všechny zprávy na internetu jsou spojené se jménem člověka, který je píše.",nepravda,pravda,61.872,"Všechny zprávy na internetu jsou spojené se jménem člověka, který je píše. nepravda",0,0,0,0,1,0,0
118,"Útočník chce přimět oběť, aby se natočila, jak si sahá na pohlavní orgány. Toto souvisí spíše s trestným činem:",sexuální nátlak,nebezpečné pronásledování,87.324,"Útočník chce přimět oběť, aby se natočila, jak si sahá na pohlavní orgány. Toto souvisí spíše s trestným činem: sexuální nátlak",0,0,1,0,0,0,0
118,Online výzvy jsou vždy bezpečné.,nepravda,pravda,78.747,Online výzvy jsou vždy bezpečné. nepravda,0,0,0,0,1,0,0
118,Některé online výzvy se snaží (snažily) přimět děti k sebepoškozování.,pravda,nepravda,89.858,Některé online výzvy se snaží (snažily) přimět děti k sebepoškozování. pravda,0,0,0,0,1,0,0
118,netolizmus,závislost na „virtuálních drogách“,nebezpečné pronásledování,65.455,netolizmus závislost na „virtuálních drogách“,0,0,0,0,0,0,0
118,"závislost na opakovaném procházení webů, hraní her aj.",netolizmus,neologizmus,65.339,"závislost na opakovaném procházení webů, hraní her aj. netolizmus",0,0,0,0,0,0,0
118,Člověk se _ stát závislým na hraní online her.,může,nemůže,92.516,Člověk se _ stát závislým na hraní online her. může,1,0,0,0,0,0,0
118,Závislost na internetu může negativně ovlivňovat vztahy člověka s blízkými lidmi a jeho zdraví.,pravda,nepravda,90.677,Závislost na internetu může negativně ovlivňovat vztahy člověka s blízkými lidmi a jeho zdraví. pravda,0,0,0,0,1,0,0
118,V současnosti je ve společnosti rozšířenější závislost:,na sociálních sítích,na marihuaně,86.214,V současnosti je ve společnosti rozšířenější závislost: na sociálních sítích,0,0,1,0,0,0,0
118,"Pokud je nefunkční připojení, může mít člověk závislý na internetu abstinenční příznaky.",pravda,nepravda,85.005,"Pokud je nefunkční připojení, může mít člověk závislý na internetu abstinenční příznaky. pravda",0,0,0,0,1,0,0
118,závislost na internetových službách,netolizmus,alkoholizmus,84.787,závislost na internetových službách netolizmus,0,0,0,0,0,0,0
118,Při webcam trollingu útočník posílá oběti _ videozáznam.,podvržený,pravý,72.328,Při webcam trollingu útočník posílá oběti _ videozáznam. podvržený,1,0,0,0,0,0,0
118,"Obraz z webkamery si může druhá strana nahrávat, aniž bychom o tom věděli.",pravda,nepravda,88.053,"Obraz z webkamery si může druhá strana nahrávat, aniž bychom o tom věděli. pravda",0,0,0,0,1,0,0
118,Náhodnému kontaktu z internetu _ vhodné sdělovat adresu svého bydliště.,není,je,84.751,Náhodnému kontaktu z internetu _ vhodné sdělovat adresu svého bydliště. není,1,0,0,0,0,0,0
118,Sexting lidé podnikají např. kvůli zviditelnění se.,pravda,nepravda,69.055,Sexting lidé podnikají např. kvůli zviditelnění se. pravda,0,0,0,0,1,0,0
118,Pornografii je legální sledovat od 15 let věku.,nepravda,pravda,69.956,Pornografii je legální sledovat od 15 let věku. nepravda,0,0,0,0,1,0,0
118,"Pokud po internetu kolují obnažené fotografie člověka, může ho to ohrozit např. v získání zaměstnání.",pravda,nepravda,80.025,"Pokud po internetu kolují obnažené fotografie člověka, může ho to ohrozit např. v získání zaměstnání. pravda",0,0,0,0,1,0,0
118,13letá uživatelka pošle kontaktu fotografii svých obnažených prsou. To _ považovat za šíření dětské pornografie.,lze,nelze,86.68,13letá uživatelka pošle kontaktu fotografii svých obnažených prsou. To _ považovat za šíření dětské pornografie. lze,1,0,0,0,0,0,0
118,12letý uživatel pošle kontaktu fotografii svého penisu.,šíření dětské pornografie,zcela legální věc,88.636,12letý uživatel pošle kontaktu fotografii svého penisu. šíření dětské pornografie,0,0,0,0,0,0,0
118,"Kyberšikaně a obtěžování se vystavuje spíše člověk, který:",posílá jiným svá sexuálně laděná videa,nesdílí citlivé informace,70.54,"Kyberšikaně a obtěžování se vystavuje spíše člověk, který: posílá jiným svá sexuálně laděná videa",0,0,1,0,0,0,0
118,Kybergrooming se snaží přimět dítě:,k osobnímu setkání,k lepšímu výkonu ve škole,86.434,Kybergrooming se snaží přimět dítě: k osobnímu setkání,0,0,1,0,0,0,0
118,Sexting _ k sebevraždě.,může vést až,nikdy nemůže vést,89.235,Sexting _ k sebevraždě. může vést až,1,0,0,0,0,0,0
118,"Děti se obvykle _ svěřit rodičům s problémem, který je potkal online.",bojí,nebojí,89.537,"Děti se obvykle _ svěřit rodičům s problémem, který je potkal online. bojí",1,0,0,0,0,0,0
118,"Pokud dítě narazí na závažný problém v online světě, je vhodné:",to sdělit dospělému či policii,"to nikomu nesdělovat, protože může přijít odplata",89.117,"Pokud dítě narazí na závažný problém v online světě, je vhodné: to sdělit dospělému či policii",0,0,1,0,0,0,0
118,Vhodnější je:,předcházet kyberšikaně,"chovat se neopatrně a řešit kyberšikanu, když nastane",65.521,Vhodnější je: předcházet kyberšikaně,0,0,1,0,0,0,0
118,Pachatel kyberšikany většinou vystupuje pod reálným jménem.,nepravda,pravda,78.583,Pachatel kyberšikany většinou vystupuje pod reálným jménem. nepravda,0,0,0,0,1,0,0
118,"Děti by _ hovořit s rodiči o tom, co dělají na internetu.",měly,neměly,89.738,"Děti by _ hovořit s rodiči o tom, co dělají na internetu. měly",1,0,0,0,0,0,0
118,V souvislosti s kybergroomingem bývají většinou:,agresory muži,agresorkami ženy,86.625,V souvislosti s kybergroomingem bývají většinou: agresory muži,0,0,1,0,0,0,0
118,Při kyberšikaně mívá agresor převahu nad obětí.,pravda,nepravda,91.048,Při kyberšikaně mívá agresor převahu nad obětí. pravda,0,0,0,0,1,0,0
119,Data se po síti posílají zabalená v:,paketech,cloudech,67.582,Data se po síti posílají zabalená v: paketech,0,0,1,0,0,0,0
119,Data se po síti v současnosti nejčastěji posílají jako:,oddělené balíčky,nepřerušený proud dat,59.223,Data se po síti v současnosti nejčastěji posílají jako: oddělené balíčky,0,0,1,0,0,0,0
119,"Balíčky, v nichž se posílají data po síti, se nazývají:",pakety,routery,71.667,"Balíčky, v nichž se posílají data po síti, se nazývají: pakety",0,0,1,0,0,0,0
119,V paketu se nacházejí pouze posílaná data a nic dalšího.,nepravda,pravda,64.235,V paketu se nacházejí pouze posílaná data a nic dalšího. nepravda,0,0,0,0,1,0,0
119,"V paketu jsou vždy i řídící data, např. informace o příjemci a odesílateli.",pravda,nepravda,83.121,"V paketu jsou vždy i řídící data, např. informace o příjemci a odesílateli. pravda",0,0,0,0,1,0,0
119,Řídící data jsou v paketu umístěna v:,hlavičce,příponě,67.214,Řídící data jsou v paketu umístěna v: hlavičce,0,0,1,0,0,0,0
119,"Síťová architektura, kde některé prvky mají výsadní postavení:",klient-server,peer-to-peer,60.331,"Síťová architektura, kde některé prvky mají výsadní postavení: klient-server",0,0,1,0,0,0,0
119,"Síťová architektura, kde jsou si všechny prvky rovny:",peer-to-peer,klient-server,65.15,"Síťová architektura, kde jsou si všechny prvky rovny: peer-to-peer",0,0,1,0,0,0,0
119,"Síťová architektura, kde všechny prvky využívají služby od ostatních a zároveň některé poskytují:",peer-to-peer,klient-server,60.744,"Síťová architektura, kde všechny prvky využívají služby od ostatních a zároveň některé poskytují: peer-to-peer",0,0,1,0,0,0,0
119,V klient-server modelu jde veškerá komunikace přes:,server,klient,72.413,V klient-server modelu jde veškerá komunikace přes: server,0,0,1,0,0,0,0
119,V klient-server modelu je náš osobní počítač typicky:,klient,server,67.571,V klient-server modelu je náš osobní počítač typicky: klient,0,0,1,0,0,0,0
119,"Počítač v síti, který poskytuje služby jiným počítačům:",server,klient,75.676,"Počítač v síti, který poskytuje služby jiným počítačům: server",0,0,1,0,0,0,0
119,"Počítač, který posílá do sítě žádosti o poskytnutí služby:",klient,server,60.176,"Počítač, který posílá do sítě žádosti o poskytnutí služby: klient",0,0,1,0,0,0,0
119,Jeden počítač v peer-to-peer síti se nazývá:,peer,router,71.607,Jeden počítač v peer-to-peer síti se nazývá: peer,0,0,1,0,0,0,0
119,Peer-to-peer síť je _ než klient-server.,odolnější vůči výpadkům,náchylnější k výpadkům,64.523,Peer-to-peer síť je _ než klient-server. odolnější vůči výpadkům,1,0,0,0,0,0,0
119,V klient-server síti je _ než v peer-to-peer.,jednodušší navigace,pomalejší provoz,64.866,V klient-server síti je _ než v peer-to-peer. jednodušší navigace,1,0,0,0,0,0,0
119,Zkratka P2P znamená:,peer-to-peer,permission to play,78.529,Zkratka P2P znamená: peer-to-peer,0,0,1,0,0,0,0
119,"Když vyhledáme webovou stránku, náš počítač pošle žádost na _, který nám pošle podobu stránky zpět.",server,firewall,74.834,"Když vyhledáme webovou stránku, náš počítač pošle žádost na _, který nám pošle podobu stránky zpět. server",1,0,0,0,0,0,0
119,Skutečná podoba zapojení prvků do sítě (rozvržení sítě):,topologie,geografie,77.868,Skutečná podoba zapojení prvků do sítě (rozvržení sítě): topologie,0,0,1,0,0,0,0
119,V síti je vždy každý počítač propojený s každým.,nepravda,pravda,62.659,V síti je vždy každý počítač propojený s každým. nepravda,0,0,0,0,1,0,0
119,"Topologie, kde jsou počítače propojeny do kruhu:",kruhová,sběrnicová,81.214,"Topologie, kde jsou počítače propojeny do kruhu: kruhová",0,0,1,0,0,0,0
119,"Topologie, kde jsou všechny prvky připojeny k jednomu centrálnímu počítači:",hvězdicová,stromová,64.479,"Topologie, kde jsou všechny prvky připojeny k jednomu centrálnímu počítači: hvězdicová",0,0,1,0,0,0,0
119,"Topologie, kde jsou všechny prvky připojeny ke společnému kabelu:",sběrnicová,hvězdicová,55.944,"Topologie, kde jsou všechny prvky připojeny ke společnému kabelu: sběrnicová",0,0,1,0,0,0,0
119,"Topologie, kde je víc centrálních počítačů, ale není tam žádný kruh:",stromová,kruhová,72.389,"Topologie, kde je víc centrálních počítačů, ale není tam žádný kruh: stromová",0,0,1,0,0,0,0
119,Skutečná rozložení sítí můžou kombinovat víc typů topologií.,pravda,nepravda,84.372,Skutečná rozložení sítí můžou kombinovat víc typů topologií. pravda,0,0,0,0,1,0,0
119,Internet je počítačová síť.,pravda,nepravda,83.466,Internet je počítačová síť. pravda,0,0,0,0,1,0,0
119,Všechny počítačové sítě jsou připojené k internetu.,nepravda,pravda,57.548,Všechny počítačové sítě jsou připojené k internetu. nepravda,0,0,0,0,1,0,0
119,"Internet má jednoho správce, který odpovídá za jeho fungování.",nepravda,pravda,60.253,"Internet má jednoho správce, který odpovídá za jeho fungování. nepravda",0,0,0,0,1,0,0
119,"Počítačová síť, která pokrývá celý svět:",internet,WiFi,80.54,"Počítačová síť, která pokrývá celý svět: internet",0,0,1,0,0,0,0
119,"Když je pomalý internet, znamená to, že síť je:",zahlcená,nevyužitá,88.43,"Když je pomalý internet, znamená to, že síť je: zahlcená",0,0,1,0,0,0,0
119,Malou rychlost sítě může způsobit:,velký provoz,malá rozloha sítě,72.843,Malou rychlost sítě může způsobit: velký provoz,0,0,1,0,0,0,0
119,"Když si uložím data na cloud, fyzicky budou uložena:",v počítači poskytovatele cloudu,v mém počítači,71.509,"Když si uložím data na cloud, fyzicky budou uložena: v počítači poskytovatele cloudu",0,0,1,0,0,0,0
119,"Chytrá zařízení, která je možné připojit k síti a ovládat na dálku:",internet věcí,WLAN,55.974,"Chytrá zařízení, která je možné připojit k síti a ovládat na dálku: internet věcí",0,0,1,0,0,0,0
119,"Systém chytrých zařízení, která se mohou připojit k síti a autonomně fungovat a komunikovat:",internet věcí,Ethernet,64.072,"Systém chytrých zařízení, která se mohou připojit k síti a autonomně fungovat a komunikovat: internet věcí",0,0,1,0,0,0,0
119,Chytrá domácnost je příklad:,internetu věcí,firewallu,73.192,Chytrá domácnost je příklad: internetu věcí,0,0,1,0,0,0,0
119,LAN je zkratka pro:,local area network,light aerial network,83.305,LAN je zkratka pro: local area network,0,0,1,0,0,0,0
119,Síť pokrývající malé území se označuje zkratkou:,LAN,WAN,69.999,Síť pokrývající malé území se označuje zkratkou: LAN,0,0,1,0,0,0,0
119,WAN znamená:,wide area network,wireless actual network,73.519,WAN znamená: wide area network,0,0,1,0,0,0,0
119,WLAN je zkratka pro:,wireless local area network,widely lucrative actions network,79.301,WLAN je zkratka pro: wireless local area network,0,0,1,0,0,0,0
119,LAN s bezdrátovým přenosem dat:,WLAN,WAN,71.553,LAN s bezdrátovým přenosem dat: WLAN,0,0,1,0,0,0,0
119,Síť pokrývající velké území se označuje zkratkou:,WAN,WHAT,88.33,Síť pokrývající velké území se označuje zkratkou: WAN,0,0,1,0,0,0,0
119,Internet je příklad sítě:,WAN,LAN,57.394,Internet je příklad sítě: WAN,0,0,1,0,0,0,0
119,Většina WLAN sítí používá k přenosu dat:,WiFi,Bluetooth,73.747,Většina WLAN sítí používá k přenosu dat: WiFi,0,0,1,0,0,0,0
120,"Způsob, jak spolu komunikují členové počítačové sítě, určuje:",protokol,server,58.071,"Způsob, jak spolu komunikují členové počítačové sítě, určuje: protokol",0,0,1,0,0,0,0
120,Přenos dat v síti probíhá podle pravidel:,protokolů,paketů,73.309,Přenos dat v síti probíhá podle pravidel: protokolů,0,0,1,0,0,0,0
120,Vyberte síťový protokol:,TCP,torrent,82.075,Vyberte síťový protokol: TCP,0,0,1,0,0,0,0
120,Vyberte síťový protokol:,IP,CPU,79.03,Vyberte síťový protokol: IP,0,0,1,0,0,0,0
120,Vyberte síťový protokol:,UDP,USB,63.439,Vyberte síťový protokol: UDP,0,0,1,0,0,0,0
120,Vyberte síťový protokol:,DHCP,Router,61.165,Vyberte síťový protokol: DHCP,0,0,1,0,0,0,0
120,Vyberte síťový protokol:,HTTP,P2P,74.764,Vyberte síťový protokol: HTTP,0,0,1,0,0,0,0
120,Vyberte síťový protokol:,WiFi,Cloud,77.92,Vyberte síťový protokol: WiFi,0,0,1,0,0,0,0
120,Vyberte síťový protokol:,Bluetooth,Internet,53.102,Vyberte síťový protokol: Bluetooth,0,0,1,0,0,0,0
120,Veškerá pravidla provozu sítě vždy určuje jeden protokol.,nepravda,pravda,58.034,Veškerá pravidla provozu sítě vždy určuje jeden protokol. nepravda,0,0,0,0,1,0,0
120,"Provoz sítí řídí několik různých protokolů, každý je zodpovědný za něco.",pravda,nepravda,87.857,"Provoz sítí řídí několik různých protokolů, každý je zodpovědný za něco. pravda",0,0,0,0,1,0,0
120,Posílání dat od odesílatele k příjemci mají na starosti protokoly:,TCP a UDP,WiFi a HTTP,62.387,Posílání dat od odesílatele k příjemci mají na starosti protokoly: TCP a UDP,0,0,1,0,0,0,0
120,Směrování v transportní vrstvě zajišťují protokoly:,TCP a UDP,HTTP a DNS,57.043,Směrování v transportní vrstvě zajišťují protokoly: TCP a UDP,0,0,1,0,0,0,0
120,Přenést všechna data bez chyb umí protokol:,TCP,UDP,69.867,Přenést všechna data bez chyb umí protokol: TCP,0,0,1,0,0,0,0
120,"Přenést data co nejrychleji, i když s chybami, umí protokol:",UDP,TCP,61.132,"Přenést data co nejrychleji, i když s chybami, umí protokol: UDP",0,0,1,0,0,0,0
120,TCP je _ než UDP.,pomalejší,rychlejší,52.233,TCP je _ než UDP. pomalejší,1,0,0,0,0,0,0
120,Pro přenos videohovoru se použije protokol:,UDP,TCP,58.927,Pro přenos videohovoru se použije protokol: UDP,0,0,1,0,0,0,0
120,Pro zaslání e-mailu se použije protokol:,TCP,UDP,62.85,Pro zaslání e-mailu se použije protokol: TCP,0,0,1,0,0,0,0
120,Pro načtení webové stránky se použije protokol:,TCP,UDP,64.739,Pro načtení webové stránky se použije protokol: TCP,0,0,1,0,0,0,0
120,Protokol UDP se použije pro:,přenos online hry,stažení textového souboru,56.428,Protokol UDP se použije pro: přenos online hry,0,0,1,0,0,0,0
120,Většinu komunikace po internetu zprostředkovává protokol:,TCP,UDP,67.788,Většinu komunikace po internetu zprostředkovává protokol: TCP,0,0,1,0,0,0,0
120,V současnosti používané verze protokolu IP jsou:,"v4, v6","v1, v2",85.149,"V současnosti používané verze protokolu IP jsou: v4, v6",0,0,1,0,0,0,0
120,Směrování v síťové vrstvě zajišťuje protokol:,IP,Bluetooth,81.17,Směrování v síťové vrstvě zajišťuje protokol: IP,0,0,1,0,0,0,0
120,Hledání cesty pro pakety skrz síť má na starosti protokol:,IP,WiFi,68.908,Hledání cesty pro pakety skrz síť má na starosti protokol: IP,0,0,1,0,0,0,0
120,Kam doručit data po síti určuje:,IP adresa,domovní adresa,80.987,Kam doručit data po síti určuje: IP adresa,0,0,1,0,0,0,0
120,Počítač je v síti jednoznačně určený:,IP adresou,topologickým umístěním,81.299,Počítač je v síti jednoznačně určený: IP adresou,0,0,1,0,0,0,0
120,IPv4 adresa je _ IPv6 adresa.,kratší než,stejně dlouhá jako,78.973,IPv4 adresa je _ IPv6 adresa. kratší než,1,0,0,0,0,0,0
120,2001:ac9:0:25d1:0:205:9:2 je IP adresa verze:,v6,v4,73.734,2001:ac9:0:25d1:0:205:9:2 je IP adresa verze: v6,0,0,1,0,0,0,0
120,V lidmi čitelném zápisu IPv6 adresy se mohou vyskytovat i písmena.,pravda,nepravda,86.18,V lidmi čitelném zápisu IPv6 adresy se mohou vyskytovat i písmena. pravda,0,0,0,0,1,0,0
120,Písmena se v IPv6 adrese občas vyskytují kvůli:,šestnáctkovému zápisu číslic,chybě při přenosu adresy,78.231,Písmena se v IPv6 adrese občas vyskytují kvůli: šestnáctkovému zápisu číslic,0,0,1,0,0,0,0
120,46.101.235.64 je IP adresa verze:,v4,v6,69.031,46.101.235.64 je IP adresa verze: v4,0,0,1,0,0,0,0
120,46.101.235.64 je:,IP adresa,doménové jméno,87.799,46.101.235.64 je: IP adresa,0,0,1,0,0,0,0
120,"Protokol, který podle doménového jména zjistí IP adresu:",DNS,TCP,65.615,"Protokol, který podle doménového jména zjistí IP adresu: DNS",0,0,1,0,0,0,0
120,"Protože IP adresy se lidem těžko pamatují, často se nahrazují:",doménovým jménem,WiFi adresou,76.521,"Protože IP adresy se lidem těžko pamatují, často se nahrazují: doménovým jménem",0,0,1,0,0,0,0
120,„umimeinformatiku.cz“ je:,doménové jméno,IP adresa,82.845,„umimeinformatiku.cz“ je: doménové jméno,0,0,1,0,0,0,0
120,Součástí URL je:,doménové jméno,IP adresa,64.801,Součástí URL je: doménové jméno,0,0,1,0,0,0,0
120,systém doménových jmen,DNS,SSH,77.311,systém doménových jmen DNS,0,0,0,0,0,0,0
120,"Při zadání URL do vyhledávače se spustí služba _, která zjistí IP adresu serveru, který poskytuje webovou stránku.",DNS,FTP,71.044,"Při zadání URL do vyhledávače se spustí služba _, která zjistí IP adresu serveru, který poskytuje webovou stránku. DNS",1,0,0,0,0,0,0
120,"Při zadání URL do vyhledávače se spustí služba DNS. Ta zjistí _ serveru, který poskytuje webovou stránku.",IP adresu,topologické umístění,78.878,"Při zadání URL do vyhledávače se spustí služba DNS. Ta zjistí _ serveru, který poskytuje webovou stránku. IP adresu",1,0,0,0,0,0,0
120,DNS je:,hierarchický,plochý,73.897,DNS je: hierarchický,0,0,1,0,0,0,0
120,Zkratka DNS znamená:,domain name system,deeply nested structure,82.496,Zkratka DNS znamená: domain name system,0,0,1,0,0,0,0
120,"Části doménového jména, patřící do různých úrovní, jsou oddělena:",tečkou,lomítkem,75.065,"Části doménového jména, patřící do různých úrovní, jsou oddělena: tečkou",0,0,1,0,0,0,0
120,"DNS je hierarchický, aby se v něm dalo:",snadněji vyhledávat,lépe ztratit,85.903,"DNS je hierarchický, aby se v něm dalo: snadněji vyhledávat",0,0,1,0,0,0,0
120,Kolik úrovní je v doménovém jménu „prirucka.ujc.cas.cz“?,4,3,77.911,Kolik úrovní je v doménovém jménu „prirucka.ujc.cas.cz“? 4,0,1,0,0,0,0,0
120,Nejvyšší úroveň doménového jména „fi.muni.cz“ je:,cz,fi,80.305,Nejvyšší úroveň doménového jména „fi.muni.cz“ je: cz,0,0,1,0,0,0,0
120,Kterou koncovku mají česká doménová jména?,cz,com,88.832,Kterou koncovku mají česká doménová jména? cz,0,1,0,0,0,0,0
120,Úrovně v doménovém jménu jsou seřazeny (od nejvyšší po nejnižší):,odzadu,odpředu,62.404,Úrovně v doménovém jménu jsou seřazeny (od nejvyšší po nejnižší): odzadu,0,0,1,0,0,0,0
120,Vyhledávání doménových jmen probíhá od _ úrovně.,nejvyšší,nejnižší,60.446,Vyhledávání doménových jmen probíhá od _ úrovně. nejvyšší,1,0,0,0,0,0,0
120,Která část doménového jména „ff.cuni.cz“ se vyhledá jako první?,cz,ff,71.382,Která část doménového jména „ff.cuni.cz“ se vyhledá jako první? cz,0,1,0,0,0,0,0
120,Kterou koncovku mají doménová jména Evropské unie?,eu,au,93.338,Kterou koncovku mají doménová jména Evropské unie? eu,0,1,0,0,0,0,0
120,Protokol _ umí přidělovat počítačům IP adresy.,DHCP,Bluetooth,75.312,Protokol _ umí přidělovat počítačům IP adresy. DHCP,1,0,0,0,0,0,0
120,"V domácím routeru je protokol _, který počítačům v domácí síti přiděluje IP adresy.",DHCP,IP,62.626,"V domácím routeru je protokol _, který počítačům v domácí síti přiděluje IP adresy. DHCP",1,0,0,0,0,0,0
120,Protokol _ umožňuje automatickou konfiguraci počítačů do sítě.,DHCP,TCP,64.772,Protokol _ umožňuje automatickou konfiguraci počítačů do sítě. DHCP,1,0,0,0,0,0,0
120,"internetový protokol, který zajišťuje zobrazení WWW stránek",HTTP,DHCP,82.357,"internetový protokol, který zajišťuje zobrazení WWW stránek HTTP",0,0,0,0,0,0,0
120,"protokol, který komunikuje s WWW servery",HTTP,DNS,78.704,"protokol, který komunikuje s WWW servery HTTP",0,0,0,0,0,0,0
120,"protokol, který umí přenášet soubory mezi počítači",FTP,SSH,57.071,"protokol, který umí přenášet soubory mezi počítači FTP",0,0,0,0,0,0,0
120,"protokol, který posílá e-mailové zprávy",SMTP,FTP,65.581,"protokol, který posílá e-mailové zprávy SMTP",0,0,0,0,0,0,0
120,"protokoly, které umožňují přístup k emailové schránce (např. čtení e-mailů)","IMAP, POP3","HTTP, DNS",57.373,"protokoly, které umožňují přístup k emailové schránce (např. čtení e-mailů) IMAP, POP3",0,0,0,0,0,0,0
120,"protokol, který umožňuje posílání krátkých zpráv (chatování)",IRC,IP,71.131,"protokol, který umožňuje posílání krátkých zpráv (chatování) IRC",0,0,0,0,0,0,0
120,"protokol, který zajišťuje soukromou komunikaci mezi dvěma počítači:",SSH,HTTP,65.137,"protokol, který zajišťuje soukromou komunikaci mezi dvěma počítači: SSH",0,0,1,0,0,0,0
120,"protokol, který umožňuje přístup k příkazovému řádku cizího počítače",SSH,UDP,62.296,"protokol, který umožňuje přístup k příkazovému řádku cizího počítače SSH",0,0,0,0,0,0,0
120,Protokol _ umožňuje přenášení dat vzduchem.,WiFi,UDP,76.33,Protokol _ umožňuje přenášení dat vzduchem. WiFi,1,0,0,0,0,0,0
120,Pro vybudování malé domácí sítě se často používá:,WiFi,SSH,88.475,Pro vybudování malé domácí sítě se často používá: WiFi,0,0,1,0,0,0,0
120,Pro připojení mobilního telefonu k internetu můžeme použít:,WiFi,DHCP,92.467,Pro připojení mobilního telefonu k internetu můžeme použít: WiFi,0,0,1,0,0,0,0
120,WiFi je síťový protokol.,pravda,nepravda,81.736,WiFi je síťový protokol. pravda,0,0,0,0,1,0,0
120,Bluetooth je síťový protokol.,pravda,nepravda,78.163,Bluetooth je síťový protokol. pravda,0,0,0,0,1,0,0
120,Protokol _ umožňuje přenos dat vzduchem.,Bluetooth,IP,79.958,Protokol _ umožňuje přenos dat vzduchem. Bluetooth,1,0,0,0,0,0,0
120,Propojit několik zařízení na krátkou vzdálenost umí protokol:,Bluetooth,SMTP,80.129,Propojit několik zařízení na krátkou vzdálenost umí protokol: Bluetooth,0,0,1,0,0,0,0
120,Které protokoly umožňují bezdrátové připojení k síti?,"WiFi, Bluetooth","TCP, UDP",90.332,"Které protokoly umožňují bezdrátové připojení k síti? WiFi, Bluetooth",0,1,0,0,0,0,0
120,K připojení bezdrátových sluchátek k mobilnímu telefonu můžeme použít:,Bluetooth,DHCP,91.975,K připojení bezdrátových sluchátek k mobilnímu telefonu můžeme použít: Bluetooth,0,0,1,0,0,0,0
120,Tiskárnu k počítači můžeme připojit pomocí:,Bluetooth,DNS,80.736,Tiskárnu k počítači můžeme připojit pomocí: Bluetooth,0,0,1,0,0,0,0
120,Tiskárnu k počítači můžeme připojit pomocí:,WiFi,FTP,77.532,Tiskárnu k počítači můžeme připojit pomocí: WiFi,0,0,1,0,0,0,0
120,Posílat data mezi dvěma mobilními telefony bez použití internetu umožňuje:,Bluetooth,HTTP,82.518,Posílat data mezi dvěma mobilními telefony bez použití internetu umožňuje: Bluetooth,0,0,1,0,0,0,0
120,Bezdrátovou komunikaci umožňuje:,Bluetooth,Ethernet,88.687,Bezdrátovou komunikaci umožňuje: Bluetooth,0,0,1,0,0,0,0
121,Jednotlivá zařízení připojená do sítě se nazývají:,síťové prvky,pakety,73.867,Jednotlivá zařízení připojená do sítě se nazývají: síťové prvky,0,0,1,0,0,0,0
121,Jednotlivá zařízení připojená do sítě se nazývají:,síťová zařízení,protokoly,79.508,Jednotlivá zařízení připojená do sítě se nazývají: síťová zařízení,0,0,1,0,0,0,0
121,Vyberte síťové zařízení:,router,torrent,86.929,Vyberte síťové zařízení: router,0,0,1,0,0,0,0
121,Vyberte síťové zařízení:,switch,procesor,68.742,Vyberte síťové zařízení: switch,0,0,1,0,0,0,0
121,Vyberte síťové zařízení:,hub,bathtub,83.393,Vyberte síťové zařízení: hub,0,0,1,0,0,0,0
